State,Number,Summary,Bill Type,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill Analysis (AI Automated),Bill PDF
Rhode Island,S2081,Prohibits eliminating religious exemption regarding mandatory health injections or inoculations and an unlawful employment practice.,Religious Exemption,1/12/2024,"Introduced, referred to Senate Health and Human Services",Safest,Safest,Failed at sine die 6/14/2024,https://legiscan.com/RI/bill/S2081/2024,"Anthony Deluca, Thomas Paolino, Elaine Morgan, Gordon Rogers, Jessica de la Cruz",,"S 2024-01-12 Introduced, referred to Senate Health and Human Services",Failed,528bc62240a936e48a4eb35c651e4a8d,1813034,https://webserver.rilegislature.gov/BillText24/SenateText24/S2081.pdf,,https://drive.google.com/open?id=1KNoi7-xAk8obhCAt700WsvFIiWLzg16q
Rhode Island,S2423,"Establishes the right of a medical practitioner, healthcare institution, or healthcare payer not to participate in or pay for any medical procedure or service this violates their conscience.",Religious Exemption,3/5/2024,Committee recommended measure be held for further study,Safest,Safest,Failed at sine die 6/14/2024,https://legiscan.com/RI/bill/S2423/2024,"Elaine Morgan, Thomas Paolino, Anthony Deluca, Jessica de la Cruz, Gordon Rogers, Leonidas Raptakis",Hearing 2024-03-05 00:00 ,"S 2024-02-12 Introduced, referred to Senate Judiciary, S 2024-03-01 Scheduled for hearing and/or consideration (03/05/2024), S 2024-03-05 Committee recommended measure be held for further study",Failed,d79577f4b46c41fa66eb1c767e3c6e05,1844336,https://webserver.rilegislature.gov/BillText24/SenateText24/S2423.pdf,,https://drive.google.com/open?id=1IX2kgnYPz8NT0F3_lMLlQUXN9zF1Btg1
Rhode Island,S2660,Categorizes women by their biological identity at birth rather than their gender identity for purpose of organized sports.,Sports Ban,3/1/2024,"Introduced, referred to Senate Judiciary",Safest,Safest,Fairness in Women's Sports Act; Failed at sine die 6/14/2024,https://legiscan.com/RI/bill/S2660/2024,Elaine Morgan,,"S 2024-03-01 Introduced, referred to Senate Judiciary",Failed,a92f961e1d27bdd185b86f4c020df641,1858059,https://webserver.rilegislature.gov/BillText24/SenateText24/S2660.pdf,,https://drive.google.com/open?id=1j8OfPCLh6Ea4xTT-sQ7Y_OKzDRS4kGMe
Rhode Island,S2703,"Prohibits gender transition procedures for all minors, uses of public funds for that purpose, discipline for health care providers for providing same, a thirty (30) year statute of limitation, right to a civil action for damages.",Gender Affirming Care Ban,3/1/2024,"Introduced, referred to Senate Health and Human Services",Safest,Safest,"A Family Policy Alliance ""Help Not Harm"" Act; Failed at sine die 6/14/2024",https://legiscan.com/RI/bill/S2703/2024,Elaine Morgan,,"S 2024-03-01 Introduced, referred to Senate Health and Human Services",Failed,6d2c1b753da1367e3133bde998a7f281,1858072,https://webserver.rilegislature.gov/BillText24/SenateText24/S2703.pdf,,https://drive.google.com/open?id=16N9aeNoFcG83EYFJ0jYPZy7PR_182-b6
South Carolina,H3424,Child Online Safety Act,Online Obscenity Law,5/29/2024,Act No. 198,Worst,High,Re: SC's Obscenity Statute https://law.justia.com/codes/south-carolina/title-16/chapter-15/section-16-15-305/,https://legiscan.com/SC/bill/H3424/2023,"Travis Moore, Jerry Carter, John Mccravy, Brian Lawson, Thomas Beach, Thomas Pope, Roger Nutt, Melissa Oremus, David Vaughan, Steven Long, Patrick Haddon, James Burns, William Chumley, Jay Kilmartin, April Cromer, David O'Neal, Richard Yow, Doug Gilliam, Weston Newton, Val Guest, Carla Schuessler, Dennis Moss, Josiah Magnuson, Rob Harris, Jordan Pace, Thomas Brittain, William Bailey, Robby Robbins, Heath Sessions, Randy Ligon, Raye Felder, Brandon Cox, Brandon Guffey, Jeffrey Bradley, Christopher Murphy, Gary Brewer, Benjamin Connell, Davey Hiott, Cody Mitchell, Bill Hager, Shannon Erickson, Bobby Cox, Bart Blackwell, Christopher Wooten, Nathan Ballentine, Max Hyde, William Wheeler, Paula Rawl Calhoon, Marvin Smith, Sylleste Davis, Brandon Newton, Jason Elliott, Cally Forrest, Mark Willis, William Hixon, Bill Taylor, Jeffrey Johnson, Don Chapman, Russell Ott","Hearing 2024-01-11 09:00 Blatt Room 516, Hearing 2024-01-18 09:00 Blatt Room 516, Hearing 2024-01-23 14:30 Blatt Room 516","H 2022-12-08 Prefiled, H 2022-12-08 Referred to Committee on Judiciary, H 2023-01-10 Introduced and read first time, H 2023-01-10 Referred to Committee on Judiciary, H 2023-01-17 Member(s) request name added as sponsor: Nutt, H 2023-01-19 Member(s) request name added as sponsor: Oremus, H 2024-01-09 Member(s) request name added as sponsor: Long, Vaughan, Haddon, Burns, Chumley, Kilmartin, Cromer, O'Neal, Yow, Gilliam, W.Newton, H 2024-01-18 Member(s) request name added as sponsor: Guest, Schuessler, H 2024-01-23 Member(s) request name added as sponsor: Moss, Magnuson, Harris, Pace, H 2024-01-24 Member(s) request name added as sponsor: Brittain, Bailey, Robbins, Sessions, Ligon, Felder, B.L.Cox, Guffey, H 2024-01-24 Committee report: Favorable with amendment Judiciary, H 2024-01-25 Member(s) request name added as sponsor: Bradley, Murphy, Brewer, Connell, Hiott, Mitchell, Erickson, Hager, Erickson, B.J.Cox, Blackwell, Wooten, Ballentine, Hyde, Wheeler, Calhoon, H 2024-01-25 Requests for debate-Rep, H 2024-01-30 Member(s) request name added as sponsor: M.M.Smith, Davis, B.Newton, Elliott, Forrest, H 2024-01-31 Member(s) request name added as sponsor: Willis, Hixon, Taylor, J.E.Johnson, Chapman, Ott, H 2024-01-31 Amended, H 2024-01-31 Read second time, H 2024-01-31 Roll call Yeas-104 Nays-1, H 2024-02-01 Read third time and sent to Senate, H 2024-02-01 Roll call Yeas-113 Nays-1, S 2024-02-01 Introduced and read first time, S 2024-02-01 Referred to Committee on Labor, Commerce and Industry",Enacted,c070ca0358188a9cfa01345861f81fdb,1637464,"https://www.scstatehouse.gov/sess125_2023-2024/prever/3424_20221208.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/3424_20240124.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/3424_20240131.htm",,https://drive.google.com/open?id=1PbM6Q0wLofyb2ZME9EKWrkcZur9cVjTu
South Carolina,H3616,Defense of Children's Innocence Act,Drag Ban,1/23/2024,Member(s) request name added as sponsor: Bustos,Worst,High,,https://legiscan.com/SC/bill/H3616/2023,"Thomas Beach, Matthew Leber, April Cromer, David O'Neal, Jordan Pace, Rob Harris, Stewart Jones, Josiah Magnuson, Gil Gatch, Davey Hiott, Mark Willis, Phillip Lowe, David Vaughan, Joe White, Jay Kilmartin, Patrick Haddon, James Burns, William Chumley, John Mccravy, Joseph Bustos",,"H 2023-01-11 Introduced and read first time, H 2023-01-11 Referred to Committee on Judiciary, H 2023-01-24 Member(s) request name added as sponsor: Magnuson, H 2023-06-14 Member(s) request name added as sponsor: Gatch, Hiott, Willis, Lowe, Vaughan, White, H 2024-01-09 Member(s) request name added as sponsor: Kilmartin, Haddon, Burns, Chumley, H 2024-01-18 Member(s) request name added as sponsor: McCravy, H 2024-01-23 Member(s) request name added as sponsor: Bustos",Failed,69028d24c1a2f1efc245111e56156df0,1654119,https://www.scstatehouse.gov/sess125_2023-2024/prever/3616_20230111.htm,,https://drive.google.com/open?id=1GkKR-T8QnUmrtuXOGMApav1NwPEgUjU1
South Carolina,H4535,Safety in Private Spaces Act,Trans Bathroom Ban,1/18/2024,Member(s) request name added as sponsor: McCravy,Worst,High,Almost identical to the FL bill that passed -Allison,https://legiscan.com/SC/bill/H4535/2023,"Thomas Beach, Ashley Trantham, Patrick Haddon, James Burns, William Chumley, Roger Nutt, John Mccravy",,"H 2023-11-16 Prefiled, H 2023-11-16 Referred to Committee on Judiciary,  2023-12-20 Scrivener's error corrected, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Judiciary, H 2024-01-09 Member(s) request name added as sponsor: Haddon, Burns, Chumley, Nutt, H 2024-01-18 Member(s) request name added as sponsor: McCravy",Failed,0152f1a64a6372d21e6b8de6b0075613,1784341,"https://www.scstatehouse.gov/sess125_2023-2024/prever/4535_20231116.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/4535_20231220.htm",,https://drive.google.com/open?id=1d37jbkJC400CvIsdobs0ipx7b5daxpGf
South Carolina,H4538,South Carolina Student Physical Privacy Act,Trans Bathroom Ban,2/13/2024,"Member(s) request name added as sponsor: Mitchell, Yow, McCabe, Herbkersman",Worst,High,"Yet another iteration of Alliance Defending Freedom's ""Student Physical Privacy Act"", model legislation dating back to December 2014",https://legiscan.com/SC/bill/H4538/2023,"April Cromer, Ashley Trantham, Melissa Oremus, Josiah Magnuson, Thomas Pope, Brandon Guffey, David Vaughan, Jay Kilmartin, Thomas Beach, David O'Neal, Roger Nutt, Patrick Haddon, James Burns, William Chumley, John Mccravy, Jeffrey Johnson, Thomas Brittain, Val Guest, Craig Gagnon, Timothy McGinnis, Kevin Hardee, Carla Schuessler, Frank Atkinson, Jackie Hayes, Heather Crawford, Jordan Pace, Travis Moore, Don Chapman, Cody Mitchell, Richard Yow, Donald McCabe, William Herbkersman",,"H 2023-11-16 Prefiled, H 2023-11-16 Referred to Committee on Judiciary, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Judiciary, H 2024-01-09 Member(s) request name added as sponsor: Vaughan, Kilmartin, Beach, O'Neal, Nutt, Haddon, Burns, Chumley, H 2024-01-18 Member(s) request name added as sponsor: McCravy, H 2024-02-06 Member(s) request name added as sponsor: J.E.Johnson, Brittain, Guest, Gagnon, McGinnis, Hardee, Schuessler, Atkinson, Hayes, Crawford, Pace, T.Moore, Chapman, H 2024-02-13 Member(s) request name added as sponsor: Mitchell, Yow, McCabe, Herbkersman",Failed,cbd193e0ea992e9d9bd7faf21c3a9d4d,1784420,https://www.scstatehouse.gov/sess125_2023-2024/prever/4538_20231116.htm,,https://drive.google.com/open?id=1-9-nJgGPPZE2z356hQtdO1fJDrf8MbIr
South Carolina,H4540,Children's Default to Safety Act,Online Obscenity Law,1/10/2024,Member(s) request name added as sponsor: Felder,Worst,High,,https://legiscan.com/SC/bill/H4540/2023,"Brandon Guffey, Ashley Trantham, Thomas Pope, Patricia Henegan, Bill Taylor, Melissa Oremus, Raye Felder",,"H 2023-11-16 Prefiled, H 2023-11-16 Referred to Committee on Judiciary, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Judiciary, H 2024-01-10 Member(s) request name added as sponsor: Felder",Failed,6bda99a5838e5b13b8f81badbbd8b1b3,1784422,https://www.scstatehouse.gov/sess125_2023-2024/prever/4540_20231116.htm,,https://drive.google.com/open?id=11yMM1oZGrlovl8_C__CsCI5Cysl_Vhhx
South Carolina,H4619,"Gender Reassignment, Minors",Gender Affirming Care Ban,1/9/2024,Member(s) request name added as sponsor: S.Jones,Worst,High,Aiding and abeiting clause. Under 18 -Allison; A Help Not Harm Act - Liz,https://legiscan.com/SC/bill/H4619/2023,"Melissa Oremus, Ashley Trantham, Josiah Magnuson, Thomas Pope, Brandon Guffey, Stewart Jones",,"H 2023-11-16 Prefiled, H 2023-11-16 Referred to Committee on Medical, Military, Public and Municipal Affairs, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Medical, Military, Public and Municipal Affairs, H 2024-01-09 Member(s) request name added as sponsor: S.Jones",Failed,2d11f0ff482c23b9aad80824b3da2311,1784436,https://www.scstatehouse.gov/sess125_2023-2024/prever/4619_20231116.htm,,https://drive.google.com/open?id=1Xccr7Ubzcar9ufydOGb1IwselxhCekK9
South Carolina,H4624,Gender Reassignment Procedures,Gender Affirming Care Ban/ Forced Outing By Schools,5/29/2024,Act No. 203,Worst,High,"Aiding and abeiting clause. GAC under 18 WITH EXCEPTION FOR UNDER 26 for MEDICAID. forced outing in schools.  Public fund ban on GAC for all ages. forced detransition. immedietly takes effect. -Allison; A Family Policy Alliance ""Help Not Harm Act"" - Liz",https://legiscan.com/SC/bill/H4624/2023,"Davey Hiott, Murrell Smith, John Mccravy, Sylleste Davis, David Vaughan, Ashley Trantham, Thomas Pope, Don Chapman, Bill Taylor, Melissa Oremus, Tom Hartnett, Matthew Leber, Steven Long, Roger Nutt, Patrick Haddon, James Burns, William Chumley, Christopher Murphy, Cody Mitchell, Gary Brewer, Robby Robbins, Gil Gatch, John West, Doug Gilliam, April Cromer, Jay Kilmartin, David O'Neal, Richard Yow, Stewart Jones, Kathy Landing, Nathan Ballentine, William Sandifer, Heather Crawford, Val Guest, Mark Willis, Randy Ligon, Cally Forrest, Jordan Pace, Weston Newton, Jeffrey Bradley, Shannon Erickson, Daniel Gibson, Bart Blackwell, Marvin Smith","Hearing 2024-01-09 00:00 Blatt Room 427, Hearing 2024-01-09 00:00 Blatt Room 427 - Hybrid, Hearing 2024-01-09 00:00 Blatt Room 110 - Hybrid, Hearing 2024-01-10 10:00 Blatt Room 110, Hearing 2024-02-14 10:00 Gressette Room 308, Hearing 2024-02-15 10:00 Gressette Room 308, Hearing 2024-02-21 11:00 Gressette Room 105, Hearing 2024-02-29 09:00 Gressette Room 105","H 2023-11-16 Prefiled, H 2023-11-16 Referred to Committee on Medical, Military, Public and Municipal Affairs, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Medical, Military, Public and Municipal Affairs, H 2024-01-09 Member(s) request name added as sponsor: Long, Nutt, Haddon, Burns, Chumley, Murphy, Mitchell, Brewer, Robbins, Gatch, West, Gilliam, Cromer, Kilmartin, O'Neal, Yow, S.Jones, H 2024-01-10 Member(s) request name added as sponsor: Landing, Ballentine, Sandifer, Crawford, Guest, H 2024-01-10 Committee report: Favorable with amendment Medical, Military, Public and Municipal Affairs, H 2024-01-11 Requests for debate-Rep, H 2024-01-11 Member(s) request name added as sponsor: Willis, Ligon, Forrest, H 2024-01-16 Member(s) request name added as sponsor: Pace, H 2024-01-16 Requests for debate-Rep, H 2024-01-17 Member(s) request name added as sponsor: W.Newton, Bradley, Erickson, Gibson, Blackwell, M.M.Smith, H 2024-01-17 Amended, H 2024-01-17 Read second time, H 2024-01-17 Roll call Yeas-82 Nays-23, H 2024-01-18 Read third time and sent to Senate, S 2024-01-18 Introduced and read first time, S 2024-01-18 Referred to Committee on Medical Affairs, S 2024-03-05 Committee report: Favorable with amendment Medical Affairs,  2024-03-06 Scrivener's error corrected",Enacted,f645be830622ea0a61661168ec9e9aa6,1784388,"https://www.scstatehouse.gov/sess125_2023-2024/prever/4624_20231116.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/4624_20240110.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/4624_20240117.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/4624_20240305.htm, https://www.scstatehouse.gov/sess125_2023-2024/prever/4624_20240306.htm",,https://drive.google.com/open?id=1Ip-ZJ9Wk3OPV8WUH6wqzTuKKPJ5Glu2t
South Carolina,H4654,Public school libraries,Book Ban,1/9/2024,Referred to Committee on Education and Public Works,Worst,High,,https://legiscan.com/SC/bill/H4654/2023,"April Cromer, Roger Nutt",,"H 2023-12-14 Prefiled, H 2023-12-14 Referred to Committee on Education and Public Works, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Education and Public Works",Failed,f7b3dc7a9e08bc89f901a7ad044bf6c8,1792124,https://www.scstatehouse.gov/sess125_2023-2024/prever/4654_20231214.htm,,https://drive.google.com/open?id=1gu6W4lMFwzpYbq8nHyq7s7iV5KF4fJWQ
South Carolina,H4663,"Diversity, Equity, and Inclusion",DEI Ban,1/9/2024,Referred to Committee on Judiciary,Worst,High,,https://legiscan.com/SC/bill/H4663/2023,"Thomas Beach, Cody Mitchell, Brandon Guffey, Brandon Cox, Brian Lawson, Roger Nutt, Matthew Leber",,"H 2023-12-14 Prefiled, H 2023-12-14 Referred to Committee on Judiciary, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Judiciary",Failed,5c1eea3116dd4aba7ee8bff1164d4a2e,1792223,https://www.scstatehouse.gov/sess125_2023-2024/prever/4663_20231214.htm,,https://drive.google.com/open?id=15jbblvU1dgqnI4r9dNF_pmEpJbO_FQWz
South Carolina,H4689,Children's Device Protection Act,Online Obscenity Law,1/25/2024,Member(s) request name added as sponsor: Hyde,Worst,High,,https://legiscan.com/SC/bill/H4689/2023,"Travis Moore, Brandon Guffey, Jerry Carter, Thomas Pope, Don Chapman, Bill Taylor, Tom Hartnett, John West, Raye Felder, Randy Ligon, Brian Lawson, Dennis Moss, Brandon Cox, Max Hyde",,"H 2023-12-14 Prefiled, H 2023-12-14 Referred to Committee on Judiciary, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Judiciary, H 2024-01-09 Member(s) request name added as sponsor: West, H 2024-01-10 Member(s) request name added as sponsor: Felder, H 2024-01-24 Member(s) request name added as sponsor: Ligon, Lawson, Moss, B.L.Cox, H 2024-01-25 Member(s) request name added as sponsor: Hyde",Failed,98e55650ef1e90532ebc3467f551ddd4,1792177,https://www.scstatehouse.gov/sess125_2023-2024/prever/4689_20231214.htm,,https://drive.google.com/open?id=1U5fV9V4ppOAiSMJ03iuV3D32_UlhzuLL
South Carolina,H4691,"Amend The South Carolina Code Of Laws By Adding Chapter 23 To Title 63 So As To Recognize That Parents Have The Ultimate Responsibility To Direct The Upbringing, Education, Health Care, And Mental Health Of Their Children; To Prohibit The State From Substantially Burdening Those Parental Rights And To Require The State To Obtain Parental Consent In Certain Circumstances; To Create A Cause Of Action For Violation Of The Chapter; And For Other Purposes.",Forced Outing By Schools,2/28/2024,"Member(s) request name added as sponsor: S.Jones, White, Magnuson, Harris, Pace, T.Moore",Worst,High,May require forced outing by requiring informing parents of referals or evaluation of student's mental health depending on interpretation,https://legiscan.com/SC/bill/H4691/2023,,,,Failed,,,,,
South Carolina,H4701,READER Act,Book Ban,1/9/2024,Referred to Committee on Education and Public Works,Worst,High,,https://legiscan.com/SC/bill/H4701/2023,"Micajah Caskey, Brandon Guffey, Thomas Pope, Roger Nutt",,"H 2023-12-14 Prefiled, H 2023-12-14 Referred to Committee on Education and Public Works, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Education and Public Works",Failed,200adb7a91ae713b25a22bc2b80750e4,1792138,https://www.scstatehouse.gov/sess125_2023-2024/prever/4701_20231214.htm,,https://drive.google.com/open?id=1n_umUt45vYRCqK6787w5Aw5fJRkCGG0M
South Carolina,H4707,School board review of curriculum,Don't Say Gay/Forced Outing By Schools,1/9/2024,Referred to Committee on Education and Public Works,Worst,High,,https://legiscan.com/SC/bill/H4707/2023,Jordan Pace,,"H 2023-12-14 Prefiled, H 2023-12-14 Referred to Committee on Education and Public Works, H 2024-01-09 Introduced and read first time, H 2024-01-09 Referred to Committee on Education and Public Works",Failed,9b546c7a0090e2bf6f4c094f8cfc56e2,1792136,https://www.scstatehouse.gov/sess125_2023-2024/prever/4707_20231214.htm,,https://drive.google.com/open?id=10Xz83a_XBrfn3Xdp1OrwMkOnONsHXa05
South Carolina,H5100,"Make Appropriations And To Provide Revenues To Meet The Ordinary Expenses Of State Government For The Fiscal Year Beginning July 1, 2024, To Regulate The Expenditure Of Such Funds, And To Further Provide For The Operation Of State Government During This Fiscal Year And For Other Purposes.",Trans Bathroom Ban / Appropriations,6/27/2024,Ratified R 252,Worst,High,State Budget bill with an amendment (No. 48) which contains a version of the Student Privacy Act - a school trans bathroom/locker room ban.,https://legiscan.com/SC/bill/H5100/2023,,,,Enacted,,,,,
South Carolina,H5407,"Amend The South Carolina Code Of Laws By Enacting The ""south Carolina Student Physical Privacy Act"" By Adding Article 4 To Chapter 23, Title 59 So As To Provide Definitions, Provide That Every Public School Restroom And Changing Facility That Is Accessible By Multiple Persons Must Be Designated For Use Only By Members Of One Sex, And To Provide Civil Penalties.",Trans Bathroom Ban,4/16/2024,Referred to Committee on Judiciary,Worst,High,Yet another Student Physical Privacy Act; a version was added into H5100 as an amendment,https://legiscan.com/SC/bill/H5407/2024,,,,Failed,,,,,
South Carolina,S1213,South Carolina Student Physical Privacy Act,Trans Bathroom Ban,3/27/2024,Referred to Committee on Education,Worst,High,"Yet another iteration of Alliance Defending Freedom's ""Student Physical Privacy Act"", model legislation dating back to December 2014",https://legiscan.com/SC/bill/S1213/2023,"Wes Climer, Joshua Kimbrell",,"S 2024-03-27 Introduced and read first time, S 2024-03-27 Referred to Committee on Education",Failed,a4922974dda19646e214d08c077f8819,1868172,https://www.scstatehouse.gov/sess125_2023-2024/prever/1213_20240327.htm,,https://drive.google.com/open?id=1cxKAGWcji6GE610BCpk36-9bt7ZD-JDc
South Dakota,HB1113,Prohibit the use of state resources for the provision of lewd or lascivious content.,Book Ban,1/24/2024,"State Affairs Deferred to the 41st legislative day, Passed, YEAS 7, NAYS 4.",Worst,Moderate,,https://legiscan.com/SD/bill/HB1113/2024,"Carl Perry, Aaron Aylward, Rocky Blare, Julie Frye-Mueller, Phil Jensen, Ben Krohmer, Scott Moore, Tina Mulally, Brian Mulder, Tom Pischke, Brandei Schaefbauer",Hearing 2024-01-24 00:00 ,"H 2024-01-18 First read in House and referred to House State Affairs H.J. 84, H 2024-01-24 Scheduled for hearing H.J. 1, H 2024-01-24 State Affairs Motion to amend, Passed Amendment 1113A, H 2024-01-24 State Affairs Deferred to the 41st legislative day, Passed, YEAS 7, NAYS 4.",Failed,9caaa47c9c7d11dc35cb803a31de7f89,1819718,https://mylrc.sdlegislature.gov/api/Documents/260482.pdf,,https://drive.google.com/open?id=1KWrzfHuhZ3t3JmnqPDMQ7yur3YVGPlU3
South Dakota,HB1178,Prohibit the Board of Regents or any institution under its control from using state resources for obscene live conduct.,Drag Ban,3/26/2024,"Signed by the Governor on March 26, 2024 H.J. 514",Worst,Moderate,,https://legiscan.com/SD/bill/HB1178/2024,"Chris Karr, Al Novstrup, Julie Auch, Aaron Aylward, Jessica Bahmuller, Rocky Blare, Fred Deutsch, Julie Frye-Mueller, Jon Hansen, Phil Jensen, Ben Krohmer, Karla Lems, Elizabeth May, Brian Mulder, Marty Overweg, Carl Perry, Neal Pinnow, Tom Pischke, Brandei Schaefbauer, John Sjaarda, Jim Stalzer, Kenneth Teunissen","Hearing 2024-02-12 00:00 , Hearing 2024-02-23 00:00 ","H 2024-01-25 First read in House and referred to House State Affairs H.J. 176, H 2024-02-12 Scheduled for hearing H.J. 1, H 2024-02-12 State Affairs Do Pass, Passed, YEAS 11, NAYS 2., H 2024-02-13 House of Representatives Do Pass, Passed, YEAS 59, NAYS 8. H.J. 321, S 2024-02-14 First read in Senate and referred to Senate State Affairs S.J. 328, S 2024-02-23 Scheduled for hearing, S 2024-02-23 State Affairs Motion to amend, Passed, YEAS 5, NAYS 3. Amendment 1178A, S 2024-02-23 State Affairs Do Pass Amended, Passed, YEAS 7, NAYS 1., S 2024-02-27 Senate Do Pass Amended, Passed, YEAS 27, NAYS 5. S.J. 431, H 2024-02-29 House of Representatives Concurred in amendments, Passed, YEAS 62, NAYS 7. H.J. 439, H 2024-03-04 Signed by the Speaker H.J. 468, S 2024-03-05 Signed by the President S.J. 481, H 2024-03-05 Delivered to the Governor on March 05, 2024 H.J. 474, H 2024-03-26 Signed by the Governor on March 26, 2024 H.J. 514",Enacted,430d8e4828db34b86467da95feb979c0,1828226,"https://mylrc.sdlegislature.gov/api/Documents/262772.pdf, https://mylrc.sdlegislature.gov/api/Documents/266384.pdf, https://mylrc.sdlegislature.gov/api/Documents/267000.pdf",,https://drive.google.com/open?id=1x_FiW6yMa778ZXVQNyKFu2MXzPZQnmY_
South Dakota,HB1197,Require the publication of measures taken to restrict the access of obscene materials by minors.,Online Obscenity Law,3/6/2024,"Signed by the Governor on March 06, 2024 H.J. 484",Worst,Moderate,,https://legiscan.com/SD/bill/HB1197/2024,"Steve Kolbeck, Mike Stevens, Amber Arlint, Aaron Aylward, Hugh Bartels, Rocky Blare, Kirk Chaffee, Casey Crabtree, Sydney Davis, Fred Deutsch, Michael Diedrich, Linda Duba, Julie Frye-Mueller, Randy Gross, Jon Hansen, Mellissa Heermann, Jean Hunhoff, Kevin Jensen, Phil Jensen, David Johnson, Jack Kolbeck, Lance Koth, David Kull, Elizabeth May, Scott Moore, Will Mortenson, Brian Mulder, Scott Odenbach, Carl Perry, Neal Pinnow, Tom Pischke, Taylor Rehfeldt, Rebecca Reimer, Tim Reisch, Michael Rohl, Stephanie Sauder, Lee Schoenbeck, Jim Stalzer, Kenneth Teunissen, James Wangsness, Mike Weisgram, Larry Zikmund","Hearing 2024-02-05 00:00 , Hearing 2024-02-22 00:00 ","H 2024-01-29 First read in House and referred to House Education H.J. 186, H 2024-02-05 Scheduled for hearing, H 2024-02-05 Education Do Pass, Passed, YEAS 14, NAYS 0., H 2024-02-06 House of Representatives Do Pass, Passed, YEAS 67, NAYS 0. H.J. 265, S 2024-02-07 First read in Senate and referred to Senate Judiciary S.J. 278, S 2024-02-13 Referred to Senate Education, Passed S.J. 310, S 2024-02-22 Scheduled for hearing, S 2024-02-22 Education Do Pass, Passed, YEAS 6, NAYS 0., S 2024-02-22 Certified uncontested, placed on consent, S 2024-02-23 Senate Do Pass, Passed, YEAS 32, NAYS 0. S.J. 399, H 2024-02-26 Signed by the Speaker H.J. 406, S 2024-02-27 Signed by the President S.J. 436, H 2024-02-28 Delivered to the Governor on February 28, 2024 H.J. 420, H 2024-03-06 Signed by the Governor on March 06, 2024 H.J. 484",Enacted,372e43bd998a652d9b314e5a2990f491,1830210,"https://mylrc.sdlegislature.gov/api/Documents/263081.pdf, https://mylrc.sdlegislature.gov/api/Documents/266420.pdf",,https://drive.google.com/open?id=1nxjCfMU7b4xyQzI7HIJLRQgFfyJPF7xn
